date,year,team,opponent,goals_scored,goals_conceded,tournament,city,country,neutral,elo_rating,conti_code,conti_name,outcome,all_goals,venue,venue_code,opp_code,conti_code_cat
1930-07-13,1930.0,Belgium,United States,0.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,1591.0,SA,South America,0,3.0,neutral,1,27,5
1930-07-13,1930.0,France,Mexico,4.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1567.0,SA,South America,1,5.0,neutral,1,15,5
1930-07-15,1930.0,Argentina,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True,2062.0,SA,South America,1,1.0,neutral,1,10,5
1930-07-19,1930.0,Argentina,Mexico,6.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,2062.0,SA,South America,1,9.0,neutral,1,15,5
1930-07-26,1930.0,Argentina,United States,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,2062.0,SA,South America,1,7.0,neutral,1,27,5
1930-07-30,1930.0,Uruguay,Argentina,4.0,2.0,FIFA World Cup,Montevideo,Uruguay,False,2038.0,SA,South America,1,6.0,home,0,0,5
1934-03-11,1934.0,Spain,Portugal,9.0,0.0,FIFA World Cup qualification,Madrid,Spain,False,1968.0,EU,Europe,1,9.0,home,0,18,2
1934-03-18,1934.0,Portugal,Spain,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1671.0,EU,Europe,0,3.0,home,0,24,2
1934-04-29,1934.0,Belgium,Netherlands,2.0,4.0,FIFA World Cup qualification,Antwerp,Belgium,False,1527.0,EU,Europe,0,6.0,home,0,16,2
1934-05-24,1934.0,Mexico,United States,2.0,4.0,FIFA World Cup qualification,Rome,Italy,True,1579.0,EU,Europe,0,6.0,neutral,1,27,2
1934-05-27,1934.0,Netherlands,Switzerland,2.0,3.0,FIFA World Cup,Milan,Italy,True,1686.0,EU,Europe,0,5.0,neutral,1,25,2
1934-05-27,1934.0,Brazil,Spain,1.0,3.0,FIFA World Cup,Genoa,Italy,True,1863.0,EU,Europe,0,4.0,neutral,1,24,2
1934-05-27,1934.0,Belgium,Germany,2.0,5.0,FIFA World Cup,Florence,Italy,True,1527.0,EU,Europe,0,7.0,neutral,1,11,2
1938-04-03,1938.0,Belgium,Netherlands,1.0,1.0,FIFA World Cup qualification,Antwerp,Belgium,False,1540.0,EU,Europe,2,2.0,home,0,16,2
1938-05-01,1938.0,Switzerland,Portugal,2.0,1.0,FIFA World Cup qualification,Milan,Italy,True,1708.0,EU,Europe,1,3.0,neutral,1,18,2
1938-06-04,1938.0,Germany,Switzerland,1.0,1.0,FIFA World Cup,Paris,France,True,1772.0,EU,Europe,2,2.0,neutral,1,25,2
1938-06-05,1938.0,Brazil,Poland,6.0,5.0,FIFA World Cup,Strasbourg,France,True,1936.0,EU,Europe,1,11.0,neutral,1,17,2
1938-06-05,1938.0,France,Belgium,3.0,1.0,FIFA World Cup,Colombes,France,False,1639.0,EU,Europe,1,4.0,home,0,2,2
1938-06-09,1938.0,Germany,Switzerland,2.0,4.0,FIFA World Cup,Paris,France,True,1772.0,EU,Europe,0,6.0,neutral,1,25,2
1949-09-04,1949.0,Mexico,United States,6.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1817.0,NA,North America,1,6.0,home,0,27,3
1949-09-18,1949.0,Mexico,United States,6.0,2.0,FIFA World Cup qualification,Mexico City,Mexico,False,1817.0,NA,North America,1,8.0,home,0,27,3
1949-10-15,1949.0,Wales,England,1.0,4.0,FIFA World Cup qualification,Cardiff,Wales,False,1759.0,EU,Europe,0,5.0,home,0,9,2
1950-04-02,1950.0,Spain,Portugal,5.0,1.0,FIFA World Cup qualification,Madrid,Spain,False,1867.0,EU,Europe,1,6.0,home,0,18,2
1950-04-09,1950.0,Portugal,Spain,2.0,2.0,FIFA World Cup qualification,Oeiras,Portugal,False,1684.0,EU,Europe,2,4.0,home,0,24,2
1950-06-24,1950.0,Brazil,Mexico,4.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False,2014.0,SA,South America,1,4.0,home,0,15,5
1950-06-25,1950.0,Spain,United States,3.0,1.0,FIFA World Cup,Curitiba,Brazil,True,1867.0,SA,South America,1,4.0,neutral,1,27,5
1950-06-28,1950.0,Brazil,Switzerland,2.0,2.0,FIFA World Cup,São Paulo,Brazil,False,2014.0,SA,South America,2,4.0,home,0,25,5
1950-06-29,1950.0,England,United States,0.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,1994.0,SA,South America,0,1.0,neutral,1,27,5
1950-07-02,1950.0,England,Spain,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1994.0,SA,South America,0,1.0,neutral,1,24,5
1950-07-02,1950.0,Mexico,Switzerland,1.0,2.0,FIFA World Cup,Porto Alegre,Brazil,True,1718.0,SA,South America,0,3.0,neutral,1,25,5
1950-07-09,1950.0,Spain,Uruguay,2.0,2.0,FIFA World Cup,São Paulo,Brazil,True,1867.0,SA,South America,2,4.0,neutral,1,28,5
1950-07-13,1950.0,Brazil,Spain,6.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False,2014.0,SA,South America,1,7.0,home,0,24,5
1950-07-16,1950.0,Brazil,Uruguay,1.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,False,2014.0,SA,South America,0,3.0,home,0,28,5
1953-10-10,1953.0,Wales,England,1.0,4.0,FIFA World Cup qualification,Cardiff,Wales,False,1761.0,EU,Europe,0,5.0,home,0,9,2
1954-01-10,1954.0,Mexico,United States,4.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1655.0,NA,North America,1,4.0,home,0,27,3
1954-01-14,1954.0,Mexico,United States,3.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1655.0,NA,North America,1,4.0,home,0,27,3
1954-03-07,1954.0,Japan,South Korea,1.0,5.0,FIFA World Cup qualification,Tokyo,Japan,False,1317.0,AS,Asia,0,6.0,home,0,23,1
1954-03-14,1954.0,Japan,South Korea,2.0,2.0,FIFA World Cup qualification,Tokyo,Japan,False,1317.0,AS,Asia,2,4.0,home,0,23,1
1954-06-16,1954.0,Brazil,Mexico,5.0,0.0,FIFA World Cup,Geneva,Switzerland,True,2010.0,EU,Europe,1,5.0,neutral,1,15,2
1954-06-17,1954.0,Belgium,England,4.0,4.0,FIFA World Cup,Basel,Switzerland,True,1779.0,EU,Europe,2,8.0,neutral,1,9,2
1954-06-19,1954.0,France,Mexico,3.0,2.0,FIFA World Cup,Geneva,Switzerland,True,1798.0,EU,Europe,1,5.0,neutral,1,15,2
1954-06-20,1954.0,Switzerland,England,0.0,2.0,FIFA World Cup,Berne,Switzerland,False,1726.0,EU,Europe,0,2.0,home,0,9,2
1954-06-26,1954.0,England,Uruguay,2.0,4.0,FIFA World Cup,Basel,Switzerland,True,1997.0,EU,Europe,0,6.0,neutral,1,28,2
1956-11-11,1956.0,France,Belgium,6.0,3.0,FIFA World Cup qualification,Colombes,France,False,1853.0,EU,Europe,1,9.0,home,0,2,2
1956-12-05,1956.0,England,Denmark,5.0,2.0,FIFA World Cup qualification,Wolverhampton,England,False,1999.0,EU,Europe,1,7.0,home,0,7,2
1957-03-10,1957.0,Spain,Switzerland,2.0,2.0,FIFA World Cup qualification,Madrid,Spain,False,1872.0,EU,Europe,2,4.0,home,0,25,2
1957-04-07,1957.0,Mexico,United States,6.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1778.0,NA,North America,1,6.0,home,0,27,3
1957-04-28,1957.0,United States,Mexico,2.0,7.0,FIFA World Cup qualification,Long Beach,United States,False,1460.0,NA,North America,0,9.0,home,0,15,3
1957-05-15,1957.0,Denmark,England,1.0,4.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1570.0,EU,Europe,0,5.0,home,0,9,2
1957-06-22,1957.0,Canada,United States,5.0,1.0,FIFA World Cup qualification,Toronto,Canada,False,1620.0,NA,North America,1,6.0,home,0,27,3
1957-06-30,1957.0,Mexico,Canada,3.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1778.0,NA,North America,1,3.0,home,0,4,3
1957-07-03,1957.0,Mexico,Canada,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1778.0,NA,North America,1,2.0,home,0,4,3
1957-07-06,1957.0,United States,Canada,2.0,3.0,FIFA World Cup qualification,St. Louis,United States,False,1460.0,NA,North America,0,5.0,home,0,4,3
1957-10-20,1957.0,Mexico,Costa Rica,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1778.0,NA,North America,1,2.0,home,0,5,3
1957-10-27,1957.0,Belgium,France,0.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1678.0,EU,Europe,2,0.0,home,0,10,2
1957-10-27,1957.0,Costa Rica,Mexico,1.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1783.0,NA,North America,2,2.0,home,0,15,3
1957-11-24,1957.0,Switzerland,Spain,1.0,4.0,FIFA World Cup qualification,Lausanne,Switzerland,False,1629.0,EU,Europe,0,5.0,home,0,24,2
1958-06-08,1958.0,Argentina,Germany,1.0,3.0,FIFA World Cup,Malmö,Sweden,True,1919.0,EU,Europe,0,4.0,neutral,1,11,2
1958-06-11,1958.0,Mexico,Wales,1.0,1.0,FIFA World Cup,Solna,Sweden,True,1723.0,EU,Europe,2,2.0,neutral,1,29,2
1958-06-11,1958.0,Brazil,England,0.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,2139.0,EU,Europe,2,0.0,neutral,1,9,2
1958-06-19,1958.0,Brazil,Wales,1.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,2139.0,EU,Europe,1,1.0,neutral,1,29,2
1958-06-24,1958.0,Brazil,France,5.0,2.0,FIFA World Cup,Solna,Sweden,True,2139.0,EU,Europe,1,7.0,neutral,1,10,2
1958-06-28,1958.0,France,Germany,6.0,3.0,FIFA World Cup,Gothenburg,Sweden,True,1933.0,EU,Europe,1,9.0,neutral,1,11,2
1960-11-06,1960.0,United States,Mexico,3.0,3.0,FIFA World Cup qualification,Los Angeles,United States,False,1463.0,NA,North America,2,6.0,home,0,15,3
1960-11-06,1960.0,South Korea,Japan,2.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1712.0,AS,Asia,1,3.0,home,0,14,1
1960-11-13,1960.0,Mexico,United States,3.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1811.0,NA,North America,1,3.0,home,0,27,3
1960-11-20,1960.0,Belgium,Switzerland,2.0,4.0,FIFA World Cup qualification,Brussels,Belgium,False,1598.0,EU,Europe,0,6.0,home,0,25,2
1960-12-04,1960.0,Ecuador,Argentina,3.0,6.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1321.0,SA,South America,0,9.0,home,0,0,5
1960-12-17,1960.0,Argentina,Ecuador,5.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2014.0,SA,South America,1,5.0,home,0,8,5
1961-03-22,1961.0,Costa Rica,Mexico,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1705.0,NA,North America,1,1.0,home,0,15,3
1961-04-12,1961.0,Mexico,Costa Rica,4.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1807.0,NA,North America,1,5.0,home,0,5,3
1961-04-19,1961.0,Wales,Spain,1.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,1795.0,EU,Europe,0,3.0,home,0,24,2
1961-05-18,1961.0,Spain,Wales,1.0,1.0,FIFA World Cup qualification,Madrid,Spain,False,1961.0,EU,Europe,2,2.0,home,0,29,2
1961-05-20,1961.0,Switzerland,Belgium,2.0,1.0,FIFA World Cup qualification,Lausanne,Switzerland,False,1721.0,EU,Europe,1,3.0,home,0,2,2
1961-05-21,1961.0,Portugal,England,1.0,1.0,FIFA World Cup qualification,Oeiras,Portugal,False,1646.0,EU,Europe,2,2.0,home,0,9,2
1961-06-11,1961.0,Japan,South Korea,0.0,2.0,FIFA World Cup qualification,Tokyo,Japan,False,1324.0,AS,Asia,0,2.0,home,0,23,1
1961-10-25,1961.0,England,Portugal,2.0,0.0,FIFA World Cup qualification,London,England,False,1938.0,EU,Europe,1,2.0,home,0,18,2
1962-05-30,1962.0,Brazil,Mexico,2.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,2193.0,SA,South America,1,2.0,neutral,1,15,5
1962-06-02,1962.0,Argentina,England,1.0,3.0,FIFA World Cup,Rancagua,Chile,True,1960.0,SA,South America,0,4.0,neutral,1,9,5
1962-06-03,1962.0,Mexico,Spain,0.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1847.0,SA,South America,0,1.0,neutral,1,24,5
1962-06-06,1962.0,Brazil,Spain,2.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,2193.0,SA,South America,1,3.0,neutral,1,24,5
1962-06-10,1962.0,Brazil,England,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,2193.0,SA,South America,1,4.0,neutral,1,9,5
1964-10-21,1964.0,Denmark,Wales,1.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1625.0,EU,Europe,1,1.0,home,0,29,2
1965-03-07,1965.0,United States,Mexico,2.0,2.0,FIFA World Cup qualification,Los Angeles,United States,False,1470.0,NA,North America,2,4.0,home,0,15,3
1965-03-12,1965.0,Mexico,United States,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1870.0,NA,North America,1,2.0,home,0,27,3
1965-04-25,1965.0,Costa Rica,Mexico,0.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1749.0,NA,North America,2,0.0,home,0,15,3
1965-05-16,1965.0,Mexico,Costa Rica,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1870.0,NA,North America,1,1.0,home,0,5,3
1965-10-17,1965.0,Netherlands,Switzerland,0.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1642.0,EU,Europe,2,0.0,home,0,25,2
1965-11-14,1965.0,Switzerland,Netherlands,2.0,1.0,FIFA World Cup qualification,Berne,Switzerland,False,1635.0,EU,Europe,1,3.0,home,0,16,2
1965-12-01,1965.0,Wales,Denmark,4.0,2.0,FIFA World Cup qualification,Wrexham,Wales,False,1759.0,EU,Europe,1,6.0,home,0,7,2
1966-07-11,1966.0,England,Uruguay,0.0,0.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,2,0.0,home,0,28,2
1966-07-13,1966.0,France,Mexico,1.0,1.0,FIFA World Cup,London,England,True,1736.0,EU,Europe,2,2.0,neutral,1,15,2
1966-07-13,1966.0,Argentina,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True,1981.0,EU,Europe,1,3.0,neutral,1,24,2
1966-07-15,1966.0,Spain,Switzerland,2.0,1.0,FIFA World Cup,Sheffield,England,True,1863.0,EU,Europe,1,3.0,neutral,1,25,2
1966-07-15,1966.0,France,Uruguay,1.0,2.0,FIFA World Cup,London,England,True,1736.0,EU,Europe,0,3.0,neutral,1,28,2
1966-07-16,1966.0,England,Mexico,2.0,0.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,1,2.0,home,0,15,2
1966-07-16,1966.0,Argentina,Germany,0.0,0.0,FIFA World Cup,Birmingham,England,True,1981.0,EU,Europe,2,0.0,neutral,1,11,2
1966-07-19,1966.0,Mexico,Uruguay,0.0,0.0,FIFA World Cup,London,England,True,1842.0,EU,Europe,2,0.0,neutral,1,28,2
1966-07-19,1966.0,Argentina,Switzerland,2.0,0.0,FIFA World Cup,Sheffield,England,True,1981.0,EU,Europe,1,2.0,neutral,1,25,2
1966-07-19,1966.0,Brazil,Portugal,1.0,3.0,FIFA World Cup,Liverpool,England,True,1918.0,EU,Europe,0,4.0,neutral,1,18,2
1966-07-20,1966.0,England,France,2.0,0.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,1,2.0,home,0,10,2
1966-07-23,1966.0,England,Argentina,1.0,0.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,1,1.0,home,0,0,2
1966-07-26,1966.0,England,Portugal,2.0,1.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,1,3.0,home,0,18,2
1966-07-30,1966.0,England,Germany,4.0,2.0,FIFA World Cup,London,England,False,2088.0,EU,Europe,1,6.0,home,0,11,2
1968-10-13,1968.0,Canada,United States,4.0,2.0,FIFA World Cup qualification,Toronto,Canada,False,1608.0,NA,North America,1,6.0,home,0,27,3
1968-11-03,1968.0,United States,Canada,1.0,0.0,FIFA World Cup qualification,Atlanta,United States,False,1515.0,NA,North America,1,1.0,home,0,4,3
1968-12-11,1968.0,Spain,Belgium,1.0,1.0,FIFA World Cup qualification,Madrid,Spain,False,1862.0,EU,Europe,2,2.0,home,0,2,2
1969-02-23,1969.0,Belgium,Spain,2.0,1.0,FIFA World Cup qualification,Liège,Belgium,False,1779.0,EU,Europe,1,3.0,home,0,24,2
1969-04-16,1969.0,Portugal,Switzerland,0.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1808.0,EU,Europe,0,2.0,home,0,25,2
1969-05-07,1969.0,Netherlands,Poland,1.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,1707.0,EU,Europe,1,1.0,home,0,17,2
1969-07-06,1969.0,Ecuador,Uruguay,0.0,2.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1444.0,SA,South America,0,2.0,home,0,28,5
1969-07-20,1969.0,Uruguay,Ecuador,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1861.0,SA,South America,1,1.0,home,0,8,5
1969-09-07,1969.0,Poland,Netherlands,2.0,1.0,FIFA World Cup qualification,Chorzów,Poland,False,1781.0,EU,Europe,1,3.0,home,0,16,2
1969-10-10,1969.0,Japan,Australia,1.0,3.0,FIFA World Cup qualification,Seoul,South Korea,True,1597.0,AS,Asia,0,4.0,neutral,1,1,1
1969-10-12,1969.0,South Korea,Japan,2.0,2.0,FIFA World Cup qualification,Seoul,South Korea,False,1599.0,AS,Asia,2,4.0,home,0,14,1
1969-10-14,1969.0,South Korea,Australia,1.0,2.0,FIFA World Cup qualification,Seoul,South Korea,False,1599.0,AS,Asia,0,3.0,home,0,1,1
1969-10-16,1969.0,Australia,Japan,1.0,1.0,FIFA World Cup qualification,Seoul,South Korea,True,1631.0,AS,Asia,2,2.0,neutral,1,14,1
1969-10-18,1969.0,South Korea,Japan,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1599.0,AS,Asia,1,2.0,home,0,14,1
1969-10-20,1969.0,South Korea,Australia,1.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1599.0,AS,Asia,2,2.0,home,0,1,1
1969-11-02,1969.0,Switzerland,Portugal,1.0,1.0,FIFA World Cup qualification,Berne,Switzerland,False,1649.0,EU,Europe,2,2.0,home,0,18,2
1970-06-07,1970.0,Brazil,England,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True,2175.0,NA,North America,1,1.0,neutral,1,9,3
1970-06-11,1970.0,Mexico,Belgium,1.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1730.0,NA,North America,1,1.0,home,0,2,3
1970-06-14,1970.0,England,Germany,2.0,3.0,FIFA World Cup,León,Mexico,True,2036.0,NA,North America,0,5.0,neutral,1,11,3
1970-06-17,1970.0,Brazil,Uruguay,3.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,2175.0,NA,North America,1,4.0,neutral,1,28,3
1972-11-15,1972.0,Wales,England,0.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,1642.0,EU,Europe,0,1.0,home,0,9,2
1972-11-19,1972.0,Belgium,Netherlands,0.0,0.0,FIFA World Cup qualification,Antwerp,Belgium,False,1856.0,EU,Europe,2,0.0,home,0,16,2
1973-01-24,1973.0,England,Wales,1.0,1.0,FIFA World Cup qualification,London,England,False,1977.0,EU,Europe,2,2.0,home,0,29,2
1973-03-28,1973.0,Wales,Poland,2.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,1649.0,EU,Europe,1,2.0,home,0,17,2
1973-06-06,1973.0,Poland,England,2.0,0.0,FIFA World Cup qualification,Chorzów,Poland,False,1964.0,EU,Europe,1,2.0,home,0,9,2
1973-07-01,1973.0,Ecuador,Uruguay,1.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1441.0,SA,South America,0,3.0,home,0,28,5
1973-07-08,1973.0,Uruguay,Ecuador,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1763.0,SA,South America,1,4.0,home,0,8,5
1973-08-18,1973.0,Australia,Iran,3.0,0.0,FIFA World Cup qualification,Sydney,Australia,False,1682.0,OC,Oceania,1,3.0,home,0,13,4
1973-08-24,1973.0,Iran,Australia,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1600.0,AS,Asia,1,2.0,home,0,1,1
1973-09-26,1973.0,Poland,Wales,3.0,0.0,FIFA World Cup qualification,Chorzów,Poland,False,1964.0,EU,Europe,1,3.0,home,0,29,2
1973-10-17,1973.0,England,Poland,1.0,1.0,FIFA World Cup qualification,London,England,False,1977.0,EU,Europe,2,2.0,home,0,17,2
1973-10-28,1973.0,Australia,South Korea,0.0,0.0,FIFA World Cup qualification,Sydney,Australia,False,1682.0,OC,Oceania,2,0.0,home,0,23,4
1973-11-10,1973.0,South Korea,Australia,2.0,2.0,FIFA World Cup qualification,Seoul,South Korea,False,1625.0,AS,Asia,2,4.0,home,0,1,1
1973-11-13,1973.0,Australia,South Korea,1.0,0.0,FIFA World Cup qualification,So Kon Po,Hong Kong,True,1682.0,AS,Asia,1,1.0,neutral,1,23,1
1973-11-18,1973.0,Netherlands,Belgium,0.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1830.0,EU,Europe,2,0.0,home,0,2,2
1974-06-15,1974.0,Poland,Argentina,3.0,2.0,FIFA World Cup,Stuttgart,Germany,True,2030.0,EU,Europe,1,5.0,neutral,1,0,2
1974-06-15,1974.0,Uruguay,Netherlands,0.0,2.0,FIFA World Cup,Hanover,Germany,True,1698.0,EU,Europe,0,2.0,neutral,1,16,2
1974-06-26,1974.0,Netherlands,Argentina,4.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True,2088.0,EU,Europe,1,4.0,neutral,1,0,2
1974-06-30,1974.0,Argentina,Brazil,1.0,2.0,FIFA World Cup,Hanover,Germany,True,1857.0,EU,Europe,0,3.0,neutral,1,3,2
1974-07-03,1974.0,Netherlands,Brazil,2.0,0.0,FIFA World Cup,Dortmund,Germany,True,2088.0,EU,Europe,1,2.0,neutral,1,3,2
1974-07-06,1974.0,Brazil,Poland,0.0,1.0,FIFA World Cup,Munich,Germany,True,2035.0,EU,Europe,0,1.0,neutral,1,17,2
1976-10-16,1976.0,Portugal,Poland,0.0,2.0,FIFA World Cup qualification,Porto,Portugal,False,1828.0,EU,Europe,0,2.0,home,0,17,2
1976-11-17,1976.0,Portugal,Denmark,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1828.0,EU,Europe,1,1.0,home,0,7,2
1977-01-07,1977.0,Saudi Arabia,Iran,0.0,3.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,1338.0,AS,Asia,0,3.0,home,0,13,1
1977-03-26,1977.0,Belgium,Netherlands,0.0,2.0,FIFA World Cup qualification,Antwerp,Belgium,False,1793.0,EU,Europe,0,2.0,home,0,16,2
1977-03-26,1977.0,Japan,South Korea,0.0,0.0,FIFA World Cup qualification,Tokyo,Japan,False,1449.0,AS,Asia,2,0.0,home,0,23,1
1977-04-03,1977.0,South Korea,Japan,1.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1725.0,AS,Asia,1,1.0,home,0,14,1
