date,year,team,opponent,goals_scored,goals_conceded,tournament,city,country,neutral,elo_rating,conti_code,conti_name,outcome,all_goals,venue,venue_code,opp_code,conti_code_cat
1997-01-12,1997.0,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1755.0,SA,South America,2,0.0,home,0,0,5
1997-02-12,1997.0,Ecuador,Uruguay,4.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1755.0,SA,South America,1,4.0,home,0,28,5
1997-03-02,1997.0,Mexico,Canada,4.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1787.0,NA,North America,1,4.0,home,0,4,3
1997-03-16,1997.0,United States,Canada,3.0,0.0,FIFA World Cup qualification,Palo Alto,United States,False,1719.0,NA,North America,1,3.0,home,0,4,3
1997-03-16,1997.0,Costa Rica,Mexico,0.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1616.0,NA,North America,2,0.0,home,0,15,3
1997-03-23,1997.0,Costa Rica,United States,3.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,1616.0,NA,North America,1,5.0,home,0,27,3
1997-03-29,1997.0,Wales,Belgium,1.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,1575.0,EU,Europe,0,3.0,home,0,2,2
1997-03-29,1997.0,Croatia,Denmark,1.0,1.0,FIFA World Cup qualification,Split,Croatia,False,1867.0,EU,Europe,2,2.0,home,0,7,2
1997-04-20,1997.0,United States,Mexico,2.0,2.0,FIFA World Cup qualification,Foxborough,United States,False,1719.0,NA,North America,2,4.0,home,0,15,3
1997-04-30,1997.0,Argentina,Ecuador,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1829.0,SA,South America,1,3.0,home,0,8,5
1997-05-31,1997.0,Poland,England,0.0,2.0,FIFA World Cup qualification,Chorzów,Poland,False,1671.0,EU,Europe,0,2.0,home,0,9,2
1997-06-01,1997.0,Canada,Costa Rica,1.0,0.0,FIFA World Cup qualification,Edmonton,Canada,False,1523.0,NA,North America,1,1.0,home,0,5,3
1997-09-06,1997.0,Germany,Portugal,1.0,1.0,FIFA World Cup qualification,Berlin,Germany,False,2070.0,EU,Europe,2,2.0,home,0,18,2
1997-09-06,1997.0,Netherlands,Belgium,3.0,1.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,1939.0,EU,Europe,1,4.0,home,0,2,2
1997-09-07,1997.0,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Portland,United States,False,1719.0,NA,North America,1,1.0,home,0,5,3
1997-09-10,1997.0,Denmark,Croatia,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1930.0,EU,Europe,1,4.0,home,0,6,2
1997-09-19,1997.0,Iran,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1688.0,AS,Asia,2,2.0,home,0,20,1
1997-09-28,1997.0,Japan,South Korea,1.0,2.0,FIFA World Cup qualification,Tokyo,Japan,False,1758.0,AS,Asia,0,3.0,home,0,23,1
1997-10-03,1997.0,Iran,Qatar,3.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1688.0,AS,Asia,1,3.0,home,0,19,1
1997-10-11,1997.0,Belgium,Wales,3.0,2.0,FIFA World Cup qualification,Brussels,Belgium,False,1798.0,EU,Europe,1,5.0,home,0,29,2
1997-10-11,1997.0,Saudi Arabia,Qatar,1.0,0.0,FIFA World Cup qualification,Taif,Saudi Arabia,False,1641.0,AS,Asia,1,1.0,home,0,19,1
1997-10-12,1997.0,Argentina,Uruguay,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1829.0,SA,South America,2,0.0,home,0,28,5
1997-10-12,1997.0,Canada,Mexico,2.0,2.0,FIFA World Cup qualification,Edmonton,Canada,False,1523.0,NA,North America,2,4.0,home,0,15,3
1997-10-24,1997.0,Saudi Arabia,Iran,1.0,0.0,FIFA World Cup qualification,Taif,Saudi Arabia,False,1641.0,AS,Asia,1,1.0,home,0,13,1
1997-11-01,1997.0,South Korea,Japan,0.0,2.0,FIFA World Cup qualification,Seoul,South Korea,False,1760.0,AS,Asia,0,2.0,home,0,14,1
1997-11-02,1997.0,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1787.0,NA,North America,2,0.0,home,0,27,3
1997-11-07,1997.0,Qatar,Iran,2.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1551.0,AS,Asia,1,2.0,home,0,13,1
1997-11-09,1997.0,Canada,United States,0.0,3.0,FIFA World Cup qualification,Burnaby,Canada,False,1523.0,NA,North America,0,3.0,home,0,27,3
1997-11-09,1997.0,Mexico,Costa Rica,3.0,3.0,FIFA World Cup qualification,Mexico City,Mexico,False,1787.0,NA,North America,2,6.0,home,0,5,3
1997-11-12,1997.0,Qatar,Saudi Arabia,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1551.0,AS,Asia,0,1.0,home,0,20,1
1997-11-16,1997.0,Japan,Iran,3.0,2.0,FIFA World Cup qualification,Johor Bahru,Malaysia,True,1758.0,AS,Asia,1,5.0,neutral,1,13,1
1997-11-16,1997.0,Costa Rica,Canada,3.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1616.0,NA,North America,1,4.0,home,0,4,3
1997-11-16,1997.0,Uruguay,Ecuador,5.0,3.0,FIFA World Cup qualification,Maldonado,Uruguay,False,1755.0,SA,South America,1,8.0,home,0,8,5
1997-11-22,1997.0,Iran,Australia,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1688.0,AS,Asia,2,2.0,home,0,1,1
1997-11-29,1997.0,Australia,Iran,2.0,2.0,FIFA World Cup qualification,Melbourne,Australia,False,1848.0,OC,Oceania,2,4.0,home,0,13,4
1998-06-12,1998.0,Saudi Arabia,Denmark,0.0,1.0,FIFA World Cup,Lens,France,True,1710.0,EU,Europe,0,1.0,neutral,1,7,2
1998-06-13,1998.0,Netherlands,Belgium,0.0,0.0,FIFA World Cup,Saint-Denis,France,True,1993.0,EU,Europe,2,0.0,neutral,1,2,2
1998-06-13,1998.0,South Korea,Mexico,1.0,3.0,FIFA World Cup,Lyon,France,True,1689.0,EU,Europe,0,4.0,neutral,1,15,2
1998-06-14,1998.0,Argentina,Japan,1.0,0.0,FIFA World Cup,Toulouse,France,True,1930.0,EU,Europe,1,1.0,neutral,1,14,2
1998-06-15,1998.0,Germany,United States,2.0,0.0,FIFA World Cup,Paris,France,True,1978.0,EU,Europe,1,2.0,neutral,1,27,2
1998-06-15,1998.0,England,Tunisia,2.0,0.0,FIFA World Cup,Marseille,France,True,1944.0,EU,Europe,1,2.0,neutral,1,26,2
1998-06-18,1998.0,France,Saudi Arabia,4.0,0.0,FIFA World Cup,Saint-Denis,France,False,2076.0,EU,Europe,1,4.0,home,0,20,2
1998-06-20,1998.0,Belgium,Mexico,2.0,2.0,FIFA World Cup,Bordeaux,France,True,1815.0,EU,Europe,2,4.0,neutral,1,15,2
1998-06-20,1998.0,Netherlands,South Korea,5.0,0.0,FIFA World Cup,Marseille,France,True,1993.0,EU,Europe,1,5.0,neutral,1,23,2
1998-06-20,1998.0,Japan,Croatia,0.0,1.0,FIFA World Cup,Nantes,France,True,1696.0,EU,Europe,0,1.0,neutral,1,6,2
1998-06-21,1998.0,Germany,Serbia,2.0,2.0,FIFA World Cup,Lens,France,True,1978.0,EU,Europe,2,4.0,neutral,1,22,2
1998-06-21,1998.0,United States,Iran,1.0,2.0,FIFA World Cup,Lyon,France,True,1695.0,EU,Europe,0,3.0,neutral,1,13,2
1998-06-24,1998.0,France,Denmark,2.0,1.0,FIFA World Cup,Lyon,France,False,2076.0,EU,Europe,1,3.0,home,0,7,2
1998-06-25,1998.0,Belgium,South Korea,1.0,1.0,FIFA World Cup,Paris,France,True,1815.0,EU,Europe,2,2.0,neutral,1,23,2
1998-06-25,1998.0,United States,Serbia,0.0,1.0,FIFA World Cup,Nantes,France,True,1695.0,EU,Europe,0,1.0,neutral,1,22,2
1998-06-25,1998.0,Netherlands,Mexico,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True,1993.0,EU,Europe,2,4.0,neutral,1,15,2
1998-06-25,1998.0,Germany,Iran,2.0,0.0,FIFA World Cup,Montpellier,France,True,1978.0,EU,Europe,1,2.0,neutral,1,13,2
1998-06-26,1998.0,Argentina,Croatia,1.0,0.0,FIFA World Cup,Bordeaux,France,True,1930.0,EU,Europe,1,1.0,neutral,1,6,2
1998-06-29,1998.0,Netherlands,Serbia,2.0,1.0,FIFA World Cup,Toulouse,France,True,1993.0,EU,Europe,1,3.0,neutral,1,22,2
1998-06-29,1998.0,Germany,Mexico,2.0,1.0,FIFA World Cup,Montpellier,France,True,1978.0,EU,Europe,1,3.0,neutral,1,15,2
1998-06-30,1998.0,Argentina,England,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True,1930.0,EU,Europe,2,4.0,neutral,1,9,2
1998-07-03,1998.0,Brazil,Denmark,3.0,2.0,FIFA World Cup,Nantes,France,True,2050.0,EU,Europe,1,5.0,neutral,1,7,2
1998-07-04,1998.0,Germany,Croatia,0.0,3.0,FIFA World Cup,Lyon,France,True,1978.0,EU,Europe,0,3.0,neutral,1,6,2
1998-07-04,1998.0,Netherlands,Argentina,2.0,1.0,FIFA World Cup,Marseille,France,True,1993.0,EU,Europe,1,3.0,neutral,1,0,2
1998-07-07,1998.0,Brazil,Netherlands,1.0,1.0,FIFA World Cup,Marseille,France,True,2050.0,EU,Europe,2,2.0,neutral,1,16,2
1998-07-08,1998.0,France,Croatia,2.0,1.0,FIFA World Cup,Saint-Denis,France,False,2076.0,EU,Europe,1,3.0,home,0,6,2
1998-07-11,1998.0,Netherlands,Croatia,1.0,2.0,FIFA World Cup,Paris,France,True,1993.0,EU,Europe,0,3.0,neutral,1,6,2
1998-07-12,1998.0,France,Brazil,3.0,0.0,FIFA World Cup,Saint-Denis,France,False,2076.0,EU,Europe,1,3.0,home,0,3,2
2000-04-26,2000.0,Brazil,Ecuador,3.0,2.0,FIFA World Cup qualification,São Paulo,Brazil,False,2022.0,SA,South America,1,5.0,home,0,8,5
2000-06-28,2000.0,Brazil,Uruguay,1.0,1.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,2022.0,SA,South America,2,2.0,home,0,28,5
2000-07-19,2000.0,Argentina,Ecuador,2.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2003.0,SA,South America,1,2.0,home,0,8,5
2000-07-23,2000.0,Costa Rica,United States,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1606.0,NA,North America,1,3.0,home,0,27,3
2000-07-26,2000.0,Brazil,Argentina,3.0,1.0,FIFA World Cup qualification,São Paulo,Brazil,False,2022.0,SA,South America,1,4.0,home,0,0,5
2000-08-15,2000.0,Mexico,Canada,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1824.0,NA,North America,1,2.0,home,0,4,3
2000-09-02,2000.0,Belgium,Croatia,0.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1786.0,EU,Europe,2,0.0,home,0,6,2
2000-09-03,2000.0,Uruguay,Ecuador,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1754.0,SA,South America,1,4.0,home,0,8,5
2000-10-07,2000.0,England,Germany,0.0,1.0,FIFA World Cup qualification,London,England,False,1851.0,EU,Europe,0,1.0,home,0,11,2
2000-10-08,2000.0,Argentina,Uruguay,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2003.0,SA,South America,1,3.0,home,0,28,5
2000-10-11,2000.0,United States,Costa Rica,0.0,0.0,FIFA World Cup qualification,Columbus,United States,False,1808.0,NA,North America,2,0.0,home,0,5,3
2000-10-11,2000.0,Poland,Wales,0.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,1758.0,EU,Europe,2,0.0,home,0,29,2
2000-10-11,2000.0,Netherlands,Portugal,0.0,2.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,2000.0,EU,Europe,0,2.0,home,0,18,2
2000-11-15,2000.0,Canada,Mexico,0.0,0.0,FIFA World Cup qualification,Toronto,Canada,False,1630.0,NA,North America,2,0.0,home,0,15,3
2001-02-28,2001.0,United States,Mexico,2.0,0.0,FIFA World Cup qualification,Columbus,United States,False,1752.0,NA,North America,1,2.0,home,0,15,3
2001-03-28,2001.0,Ecuador,Brazil,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1733.0,SA,South America,1,1.0,home,0,3,5
2001-03-28,2001.0,Portugal,Netherlands,2.0,2.0,FIFA World Cup qualification,Porto,Portugal,False,2011.0,EU,Europe,2,4.0,home,0,16,2
2001-04-25,2001.0,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Kansas City,United States,False,1752.0,NA,North America,1,1.0,home,0,5,3
2001-06-02,2001.0,Wales,Poland,1.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,1552.0,EU,Europe,0,3.0,home,0,17,2
2001-06-16,2001.0,Mexico,Costa Rica,1.0,2.0,FIFA World Cup qualification,Mexico City,Mexico,False,1808.0,NA,North America,0,3.0,home,0,5,3
2001-07-01,2001.0,Uruguay,Brazil,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1788.0,SA,South America,1,1.0,home,0,3,5
2001-07-01,2001.0,Mexico,United States,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1808.0,NA,North America,1,1.0,home,0,27,3
2001-08-15,2001.0,Ecuador,Argentina,0.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1733.0,SA,South America,0,2.0,home,0,0,5
2001-08-24,2001.0,Iran,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1753.0,AS,Asia,1,2.0,home,0,20,1
2001-09-01,2001.0,Switzerland,Serbia,1.0,2.0,FIFA World Cup qualification,Basel,Switzerland,False,1659.0,EU,Europe,0,3.0,home,0,22,2
2001-09-01,2001.0,Germany,England,1.0,5.0,FIFA World Cup qualification,Munich,Germany,False,1869.0,EU,Europe,0,6.0,home,0,9,2
2001-09-05,2001.0,Argentina,Brazil,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2022.0,SA,South America,1,3.0,home,0,3,5
2001-09-05,2001.0,Costa Rica,United States,2.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1774.0,NA,North America,1,2.0,home,0,27,3
2001-09-28,2001.0,Saudi Arabia,Iran,2.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1699.0,AS,Asia,2,4.0,home,0,13,1
2001-10-06,2001.0,Croatia,Belgium,1.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,1885.0,EU,Europe,1,1.0,home,0,2,2
2001-10-07,2001.0,Costa Rica,Mexico,0.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1774.0,NA,North America,2,0.0,home,0,15,3
2001-11-07,2001.0,Ecuador,Uruguay,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1733.0,SA,South America,2,2.0,home,0,28,5
2001-11-14,2001.0,Uruguay,Argentina,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1788.0,SA,South America,2,2.0,home,0,0,5
2001-11-20,2001.0,Australia,Uruguay,1.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False,1828.0,OC,Oceania,1,1.0,home,0,28,4
2001-11-25,2001.0,Uruguay,Australia,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1788.0,SA,South America,1,3.0,home,0,1,5
2002-05-31,2002.0,France,Senegal,0.0,1.0,FIFA World Cup,Seoul,South Korea,True,1978.0,AS,Asia,0,1.0,neutral,1,21,1
2002-06-01,2002.0,Uruguay,Denmark,1.0,2.0,FIFA World Cup,Ulsan,South Korea,True,1790.0,AS,Asia,0,3.0,neutral,1,7,1
2002-06-01,2002.0,Germany,Saudi Arabia,8.0,0.0,FIFA World Cup,Sapporo,Japan,True,1937.0,AS,Asia,1,8.0,neutral,1,20,1
2002-06-03,2002.0,Croatia,Mexico,0.0,1.0,FIFA World Cup,Niigata,Japan,True,1803.0,AS,Asia,0,1.0,neutral,1,15,1
2002-06-04,2002.0,Japan,Belgium,2.0,2.0,FIFA World Cup,Saitama,Japan,False,1809.0,AS,Asia,2,4.0,home,0,2,1
2002-06-04,2002.0,South Korea,Poland,2.0,0.0,FIFA World Cup,Busan,South Korea,False,1766.0,AS,Asia,1,2.0,home,0,17,1
2002-06-05,2002.0,United States,Portugal,3.0,2.0,FIFA World Cup,Suwon,South Korea,True,1826.0,AS,Asia,1,5.0,neutral,1,18,1
2002-06-06,2002.0,Denmark,Senegal,1.0,1.0,FIFA World Cup,Daegu,South Korea,True,1911.0,AS,Asia,2,2.0,neutral,1,21,1
2002-06-06,2002.0,France,Uruguay,0.0,0.0,FIFA World Cup,Busan,South Korea,True,1978.0,AS,Asia,2,0.0,neutral,1,28,1
2002-06-07,2002.0,Argentina,England,0.0,1.0,FIFA World Cup,Sapporo,Japan,True,1994.0,AS,Asia,0,1.0,neutral,1,9,1
2002-06-09,2002.0,Mexico,Ecuador,2.0,1.0,FIFA World Cup,Rifu,Japan,True,1832.0,AS,Asia,1,3.0,neutral,1,8,1
2002-06-10,2002.0,South Korea,United States,1.0,1.0,FIFA World Cup,Daegu,South Korea,False,1766.0,AS,Asia,2,2.0,home,0,27,1
2002-06-10,2002.0,Tunisia,Belgium,1.0,1.0,FIFA World Cup,Ōita,Japan,True,1619.0,AS,Asia,2,2.0,neutral,1,2,1
2002-06-10,2002.0,Portugal,Poland,4.0,0.0,FIFA World Cup,Jeonju,South Korea,True,1931.0,AS,Asia,1,4.0,neutral,1,17,1
2002-06-11,2002.0,Denmark,France,2.0,0.0,FIFA World Cup,Incheon,South Korea,True,1911.0,AS,Asia,1,2.0,neutral,1,10,1
2002-06-11,2002.0,Senegal,Uruguay,3.0,3.0,FIFA World Cup,Suwon,South Korea,True,1780.0,AS,Asia,2,6.0,neutral,1,28,1
2002-06-13,2002.0,Ecuador,Croatia,1.0,0.0,FIFA World Cup,Yokohama,Japan,True,1721.0,AS,Asia,1,1.0,neutral,1,6,1
2002-06-13,2002.0,Costa Rica,Brazil,2.0,5.0,FIFA World Cup,Suwon,South Korea,True,1753.0,AS,Asia,0,7.0,neutral,1,3,1
2002-06-14,2002.0,South Korea,Portugal,1.0,0.0,FIFA World Cup,Incheon,South Korea,False,1766.0,AS,Asia,1,1.0,home,0,18,1
2002-06-14,2002.0,Japan,Tunisia,2.0,0.0,FIFA World Cup,Osaka,Japan,False,1809.0,AS,Asia,1,2.0,home,0,26,1
2002-06-14,2002.0,Poland,United States,3.0,1.0,FIFA World Cup,Daejeon,South Korea,True,1708.0,AS,Asia,1,4.0,neutral,1,27,1
2002-06-15,2002.0,Denmark,England,0.0,3.0,FIFA World Cup,Niigata,Japan,True,1911.0,AS,Asia,0,3.0,neutral,1,9,1
2002-06-17,2002.0,Brazil,Belgium,2.0,0.0,FIFA World Cup,Kobe,Japan,True,2057.0,AS,Asia,1,2.0,neutral,1,2,1
2002-06-17,2002.0,Mexico,United States,0.0,2.0,FIFA World Cup,Jeonju,South Korea,True,1832.0,AS,Asia,0,2.0,neutral,1,27,1
2002-06-21,2002.0,Germany,United States,1.0,0.0,FIFA World Cup,Ulsan,South Korea,True,1937.0,AS,Asia,1,1.0,neutral,1,27,1
2002-06-21,2002.0,England,Brazil,1.0,2.0,FIFA World Cup,Fukuroi,Japan,True,1953.0,AS,Asia,0,3.0,neutral,1,3,1
2002-06-22,2002.0,South Korea,Spain,0.0,0.0,FIFA World Cup,Gwangju,South Korea,False,1766.0,AS,Asia,2,0.0,home,0,24,1
2002-06-25,2002.0,South Korea,Germany,0.0,1.0,FIFA World Cup,Seoul,South Korea,False,1766.0,AS,Asia,0,1.0,home,0,11,1
2002-06-30,2002.0,Germany,Brazil,0.0,2.0,FIFA World Cup,Yokohama,Japan,True,1937.0,AS,Asia,0,2.0,neutral,1,3,1
2003-09-10,2003.0,Brazil,Ecuador,1.0,0.0,FIFA World Cup qualification,Manaus,Brazil,False,1991.0,SA,South America,1,1.0,home,0,8,5
2003-11-19,2003.0,Brazil,Uruguay,3.0,3.0,FIFA World Cup qualification,Curitiba,Brazil,False,1991.0,SA,South America,2,6.0,home,0,28,5
2004-02-18,2004.0,Iran,Qatar,3.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1797.0,AS,Asia,1,4.0,home,0,19,1
2004-03-30,2004.0,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2028.0,SA,South America,1,1.0,home,0,8,5
2004-06-02,2004.0,Brazil,Argentina,3.0,1.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,1973.0,SA,South America,1,4.0,home,0,0,5
2004-09-05,2004.0,Uruguay,Ecuador,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1820.0,SA,South America,1,1.0,home,0,8,5
2004-09-08,2004.0,Poland,England,1.0,2.0,FIFA World Cup qualification,Chorzów,Poland,False,1801.0,EU,Europe,0,3.0,home,0,9,2
2004-09-08,2004.0,Costa Rica,Canada,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1690.0,NA,North America,1,1.0,home,0,4,3
2004-10-09,2004.0,Spain,Belgium,2.0,0.0,FIFA World Cup qualification,Santander,Spain,False,1966.0,EU,Europe,1,2.0,home,0,2,2
2004-10-09,2004.0,Argentina,Uruguay,4.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2028.0,SA,South America,1,6.0,home,0,28,5
2004-10-09,2004.0,England,Wales,2.0,0.0,FIFA World Cup qualification,Manchester,England,False,1977.0,EU,Europe,1,2.0,home,0,29,2
2004-10-13,2004.0,Qatar,Iran,2.0,3.0,FIFA World Cup qualification,Doha,Qatar,False,1526.0,AS,Asia,0,5.0,home,0,13,1
2004-10-13,2004.0,Canada,Costa Rica,1.0,3.0,FIFA World Cup qualification,Burnaby,Canada,False,1562.0,NA,North America,0,4.0,home,0,5,3
2004-10-13,2004.0,Wales,Poland,2.0,3.0,FIFA World Cup qualification,Cardiff,Wales,False,1624.0,EU,Europe,0,5.0,home,0,17,2
2004-11-17,2004.0,Belgium,Serbia,0.0,2.0,FIFA World Cup qualification,Brussels,Belgium,False,1726.0,EU,Europe,0,2.0,home,0,22,2
2004-11-17,2004.0,Ecuador,Brazil,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1666.0,SA,South America,1,1.0,home,0,3,5
2005-02-09,2005.0,Costa Rica,Mexico,1.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,1732.0,NA,North America,0,3.0,home,0,15,3
2005-03-25,2005.0,Iran,Japan,2.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1796.0,AS,Asia,1,3.0,home,0,14,1
2005-03-25,2005.0,Saudi Arabia,South Korea,2.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,1608.0,AS,Asia,1,2.0,home,0,23,1
2005-03-26,2005.0,France,Switzerland,0.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,1975.0,EU,Europe,2,0.0,home,0,25,2
2005-03-27,2005.0,Mexico,United States,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1835.0,NA,North America,1,3.0,home,0,27,3
2005-03-30,2005.0,Uruguay,Brazil,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1821.0,SA,South America,2,2.0,home,0,3,5
2005-06-04,2005.0,Ecuador,Argentina,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1714.0,SA,South America,1,2.0,home,0,0,5
2005-06-04,2005.0,United States,Costa Rica,3.0,0.0,FIFA World Cup qualification,Salt Lake City,United States,False,1841.0,NA,North America,1,3.0,home,0,5,3
2005-06-08,2005.0,Argentina,Brazil,3.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1932.0,SA,South America,1,4.0,home,0,3,5
2005-08-17,2005.0,South Korea,Saudi Arabia,0.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1687.0,AS,Asia,0,1.0,home,0,20,1
